LyoPRONTO Parameter Estimation Results
Generated: 2025-10-02 18:27:11

Estimated Parameters
R0 [cm²·hr·Torr/g],0.020892795981931313
A1 [cm·hr·Torr/g],7.843317809906947
A2 [1/cm],0.50813989753207

Standard Errors
σ(R0),0.041578275130411
σ(A1),0.47963956856463896
σ(A2),0.14421644158290062

Time [hr],Sublimation Temp [°C],Vial Bottom Temp [°C],Shelf Temp [°C],Chamber Pressure [mTorr],Sublimation Flux [kg/hr/m²],Fraction Dried
2.83,-26.57507379064345,-25.21740819,20.0,150.0,1.1631142459228487,47.15227598410489
2.84,-26.555191572256827,-25.20281557,20.0,150.0,1.162738884200744,47.34118178059787
2.85,-26.53537715817265,-25.18828423,20.0,150.0,1.162365098766264,47.53002661316979
2.86,-26.515630129298565,-25.17381379,20.0,150.0,1.161992879844781,47.71881073783148
2.87,-26.495950046175118,-25.15940385,20.0,150.0,1.161622217147207,47.907534409006274
2.88,-26.476336490167913,-25.14505403,20.0,150.0,1.1612531008989198,48.096197879446386
2.89,-26.45678902227916,-25.13076393,20.0,150.0,1.1608855208108313,48.284801400316525
2.9,-26.437307224331253,-25.11653317,20.0,150.0,1.1605194671083092,48.47334522111028
2.91,-26.417890678370284,-25.10236137,20.0,150.0,1.1601549300167293,48.661829589733735
2.92,-26.398538987246965,-25.08824817,20.0,150.0,1.1597919002759138,48.85025475250542
2.93,-26.37925172315585,-25.07419318,20.0,150.0,1.159430367854009,49.03862095423989
2.94,-26.360028489385094,-25.06019604,20.0,150.0,1.1590703234908317,49.22692843812238
2.95,-26.34086887914739,-25.04625638,20.0,150.0,1.1587117576689903,49.41517744583417
2.96,-26.321772506445058,-25.03237385,20.0,150.0,1.1583546613855258,49.60336821751075
2.97,-26.3027389546307,-25.01854807,20.0,150.0,1.157999024865817,49.79150099182543
2.98,-26.283767848415486,-25.0047787,20.0,150.0,1.1576448393641392,49.97957600586398
2.99,-26.264858802427664,-24.99106539,20.0,150.0,1.1572920958775421,50.167593495291754
3.0,-26.246011431500776,-24.97740779,20.0,150.0,1.1569407854030815,50.35555369431186
3.01,-26.227225340392412,-24.96380554,20.0,150.0,1.1565908986805802,50.543456835665246
3.02,-26.208500164910067,-24.95025831,20.0,150.0,1.1562424272215448,50.73130315058889
3.03,-26.189835530776268,-24.93676576,20.0,150.0,1.1558953622802532,50.91909286894107
3.04,-26.171231063912522,-24.92332755,20.0,150.0,1.1555496951109836,51.10682621915969
3.05,-26.152686390439108,-24.90994334,20.0,150.0,1.155205416968017,51.2945034282622
3.06,-26.134201157226112,-24.89661281,20.0,150.0,1.1548625196200841,51.482124721845636
3.07,-26.11577500105669,-24.88333563,20.0,150.0,1.1545209945786956,51.669690324170126
3.08,-26.097407558906713,-24.87011147,20.0,150.0,1.1541808333553483,51.85720045811723
3.09,-26.079098478217052,-24.85694001,20.0,150.0,1.153842027718786,52.04465534518976
3.1,-26.060847406615533,-24.84382093,20.0,150.0,1.153504569437734,52.23205520555375
3.11,-26.04265400218707,-24.83075392,20.0,150.0,1.1531684505381545,52.41940025803829
3.12,-26.02451791292854,-24.81773866,20.0,150.0,1.1528336627887834,52.60669072017742
3.13,-26.006438787023143,-24.80477483,20.0,150.0,1.1525001979583505,52.79392680816828
3.14,-25.988416303641607,-24.79186214,20.0,150.0,1.1521680485872674,52.98110873687117
3.15,-25.970450111326418,-24.77900027,20.0,150.0,1.1518372064442752,53.16823671993484
3.16,-25.95253987933577,-24.76618892,20.0,150.0,1.1515076638125543,53.35531096967113
3.17,-25.934685277102748,-24.75342779,20.0,150.0,1.151179412975295,53.542331697138614
3.18,-25.916885984498,-24.74071659,20.0,150.0,1.1508524464729097,53.729299112142535
3.19,-25.89914166103769,-24.72805501,20.0,150.0,1.1505267563313628,53.91621342327658
3.2,-25.88145199719988,-24.71544277,20.0,150.0,1.1502023353482898,54.10307483783937
3.21,-25.8638166631067,-24.70287957,20.0,150.0,1.1498791758068794,54.289883561959726
3.22,-25.84623534957148,-24.69036513,20.0,150.0,1.1495572705047776,54.47663980051319
3.23,-25.828707727055484,-24.67789915,20.0,150.0,1.1492366117251667,54.66334375720551
3.24,-25.811233507219598,-24.66548137,20.0,150.0,1.1489171927801427,54.849995634489154
3.25,-25.79381236085501,-24.65311149,20.0,150.0,1.1485990059528954,55.036595633730336
3.26,-25.776443979434866,-24.64078923,20.0,150.0,1.1482820440410635,55.223143955042
3.27,-25.759128075101387,-24.62851433,20.0,150.0,1.147966300356744,55.40964079736729
3.28,-25.741864329391557,-24.6162865,20.0,150.0,1.1476517674403495,55.596086358563156
3.29,-25.724652454763373,-24.60410548,20.0,150.0,1.14733843860398,55.78248083527502
3.3,-25.707492143325766,-24.59197099,20.0,150.0,1.1470263066452715,55.96882442306208
3.31,-25.690383107847584,-24.57988277,20.0,150.0,1.1467153648763244,56.155117316313785
3.32,-25.6733250612486,-24.56784056,20.0,150.0,1.1464056066092299,56.34135970833335
3.33,-25.656317696105404,-24.55584408,20.0,150.0,1.1460970246416322,56.527551791337814
3.34,-25.63936074613949,-24.54389309,20.0,150.0,1.1457896128000815,56.71369375637444
3.35,-25.62245391447761,-24.53198732,20.0,150.0,1.1454833641394433,56.89978579348784
3.36,-25.605596914645922,-24.52012651,20.0,150.0,1.145178271971816,57.085828091594614
3.37,-25.588789470563462,-24.50831041,20.0,150.0,1.144874329866521,57.27182083852521
3.38,-25.57203130629398,-24.49653877,20.0,150.0,1.1445715313928837,57.4577642210656
3.39,-25.555322146045743,-24.48481134,20.0,150.0,1.1442698701202187,57.643658424957344
3.4,-25.538661714171436,-24.47312787,20.0,150.0,1.1439693396178592,57.82950363489756
3.41,-25.52204973516797,-24.46148811,20.0,150.0,1.1436699334551208,58.01530003453894
3.42,-25.50548594391382,-24.44989182,20.0,150.0,1.1433716454585576,58.20104780648975
3.43,-25.488970065189704,-24.43833875,20.0,150.0,1.143074469197487,58.38674713235561
3.44,-25.47250184439089,-24.42682867,20.0,150.0,1.14277839875569,58.57239819269768
3.45,-25.456081016811424,-24.41536134,20.0,150.0,1.1424834279597171,58.758001167116284
3.46,-25.439707328116842,-24.40393653,20.0,150.0,1.1421895508933424,58.94355623420905
3.47,-25.423380493408896,-24.39255398,20.0,150.0,1.1418967608686612,59.12906357161276
3.48,-25.407100279093598,-24.38121348,20.0,150.0,1.1416050524839079,59.31452335587798
3.49,-25.390866421008663,-24.36991479,20.0,150.0,1.1413144195656297,59.49993576267796
3.5,-25.374678675587592,-24.35865769,20.0,150.0,1.1410248564548293,59.68530096668327
3.51,-25.358536778934905,-24.34744194,20.0,150.0,1.1407363569780595,59.87061914164542
3.52,-25.342440487746423,-24.33626732,20.0,150.0,1.1404489154763209,60.05589046031324
3.53,-25.326389558844717,-24.32513361,20.0,150.0,1.140162526290623,60.24111509451646
3.54,-25.31038373895414,-24.31404058,20.0,150.0,1.1398771835047374,60.42629321516573
3.55,-25.294422785154595,-24.30298801,20.0,150.0,1.1395928814596676,60.61142499221081
3.56,-25.27850646487509,-24.29197569,20.0,150.0,1.139309614753653,60.79651059468235
3.57,-25.26263453544392,-24.2810034,20.0,150.0,1.1390273777276858,60.981550190733714
3.58,-25.24680674409489,-24.27007091,20.0,150.0,1.1387461644655492,61.16654394759915
3.59,-25.23102287907137,-24.25917803,20.0,150.0,1.1384659700799316,61.35149203155199
3.6,-25.215282687852724,-24.24832453,20.0,150.0,1.1381867886546035,61.53639460807187
3.61,-25.19958594870176,-24.23751021,20.0,150.0,1.1379086150450244,61.72125184167751
3.62,-25.183932429779997,-24.22673486,20.0,150.0,1.137631443849427,61.90606389605207
3.63,-25.168321889153837,-24.21599826,20.0,150.0,1.1373552694088171,62.090830934001396
3.64,-25.152754115658073,-24.20530022,20.0,150.0,1.137080086835874,62.27555311741229
3.65,-25.137228877810475,-24.19464053,20.0,150.0,1.1368058907288354,62.460230607377696
3.66,-25.121745954460966,-24.18401899,20.0,150.0,1.136532675943155,62.644863564113315
3.67,-25.10630511436286,-24.17343539,20.0,150.0,1.1362604370770646,62.82945214699925
3.68,-25.090906146809424,-24.16288954,20.0,150.0,1.1359891692432513,63.01399651453833
3.69,-25.075548830993952,-24.15238124,20.0,150.0,1.1357188672971728,63.19849682443955
3.7,-25.060232946223962,-24.14191029,20.0,150.0,1.1354495260942867,63.382953233576444
3.71,-25.04495827192111,-24.13147649,20.0,150.0,1.135181140490048,63.56736589798692
3.72,-25.029724608032954,-24.12107966,20.0,150.0,1.1349137058543755,63.75173497287341
3.73,-25.0145317342007,-24.1107196,20.0,150.0,1.1346472170427209,63.936060612686305
3.74,-24.999379440383212,-24.10039612,20.0,150.0,1.1343816691677715,64.12034297104049
3.75,-24.984267526850644,-24.09010904,20.0,150.0,1.134117057599444,64.30458220075704
3.76,-24.969195763370994,-24.07985815,20.0,150.0,1.133853376935961,64.48877845390508
3.77,-24.95416396063386,-24.06964328,20.0,150.0,1.1335906228044705,64.67293188167642
3.78,-24.939171909027202,-24.05946424,20.0,150.0,1.1333287903176563,64.85704263455258
3.79,-24.924219409245673,-24.04932085,20.0,150.0,1.1330678748454261,65.04111086222143
3.8,-24.90930626208667,-24.03921293,20.0,150.0,1.1328078717576906,65.22513671361872
3.81,-24.894432248057193,-24.02914028,20.0,150.0,1.1325487759099182,65.40912033692834
3.82,-24.879597188559167,-24.01910274,20.0,150.0,1.1322905831864662,65.59306187949853
3.83,-24.86480088469765,-24.00910013,20.0,150.0,1.1320332889572495,65.77696148800916
3.84,-24.850043127486682,-23.99913226,20.0,150.0,1.1317768883349515,65.96081930838808
3.85,-24.83532373862484,-23.98919897,20.0,150.0,1.131521377203943,66.14463548576938
3.86,-24.820642509328525,-23.97930007,20.0,150.0,1.1312667506769065,66.32841016461872
3.87,-24.805999261492232,-23.9694354,20.0,150.0,1.1310130046382134,66.51214348860796
3.88,-24.791393796723586,-23.95960478,20.0,150.0,1.1307601344577687,66.69583560074058
3.89,-24.77682591673212,-23.94980803,20.0,150.0,1.1305081355054867,66.87948664326804
3.9,-24.76229545389058,-23.940045,20.0,150.0,1.130257003922964,67.0630967576898
3.91,-24.747802210099536,-23.93031551,20.0,150.0,1.1300067350801073,67.24666608487867
3.92,-24.733346007731306,-23.9206194,20.0,150.0,1.12975732486129,67.43019476495546
3.93,-24.71892664888133,-23.91095649,20.0,150.0,1.1295087686364205,67.6136829373726
3.94,-24.7045439662954,-23.90132663,20.0,150.0,1.1292610625470958,67.79713074083045
3.95,-24.690197772441238,-23.89172965,20.0,150.0,1.1290142022204515,67.98053831340275
3.96,-24.67588787988266,-23.88216538,20.0,150.0,1.1287681832836243,68.16390579245302
3.97,-24.661614121639165,-23.87263367,20.0,150.0,1.128523001878216,68.34723331463462
3.98,-24.64737632063698,-23.86313436,20.0,150.0,1.1282786538885867,68.53052101597414
3.99,-24.63317428971522,-23.85366728,20.0,150.0,1.1280351349418782,68.71376903182986
4.0,-24.619007862162206,-23.84423228,20.0,150.0,1.1277924411796831,68.89697749684971
4.01,-24.604876861175867,-23.8348292,20.0,150.0,1.1275505684863736,69.0801465450551
4.02,-24.590781120219162,-23.82545789,20.0,150.0,1.1273095130035333,69.26327630979891
4.03,-24.576720452493028,-23.81611818,20.0,150.0,1.1270692703583112,69.44636692380743
4.04,-24.562694711984033,-23.80680994,20.0,150.0,1.1268298372067431,69.62941851909665
4.05,-24.5487037018958,-23.79753299,20.0,150.0,1.1265912089187546,69.81243122713954
4.06,-24.534747276384795,-23.7882872,20.0,150.0,1.1263533821503877,69.99540517865704
4.07,-24.52082525917364,-23.77907241,20.0,150.0,1.1261163527860099,70.17834050382699
4.08,-24.5069374842433,-23.76988847,20.0,150.0,1.12588011696721,70.36123733215878
4.09,-24.49308379582678,-23.76073524,20.0,150.0,1.1256446710928119,70.54409579253516
4.1,-24.47926401790391,-23.75161256,20.0,150.0,1.1254100110471856,70.72691601325403
4.11,-24.46547799487477,-23.74252029,20.0,150.0,1.1251761332291468,70.9096981219448
4.12,-24.451725561054527,-23.73345828,20.0,150.0,1.124943033780296,71.09244224565201
4.13,-24.43800656100593,-23.72442639,20.0,150.0,1.1247107090994448,71.27514851079356
4.14,-24.42432083937089,-23.71542448,20.0,150.0,1.1244791555854186,71.45781704320247
4.15,-24.410668230709273,-23.7064524,20.0,150.0,1.1242483693798124,71.64044796812688
4.16,-24.397048579825235,-23.69751001,20.0,150.0,1.1240183468814455,71.82304141018821
4.17,-24.38346174176093,-23.68859718,20.0,150.0,1.1237890847463623,72.00559749342308
4.18,-24.369907541158174,-23.67971375,20.0,150.0,1.1235605788589351,72.188116341325
4.19,-24.356385843375865,-23.6708596,20.0,150.0,1.123332826132433,72.37059807671898
4.2,-24.342896483373487,-23.66203458,20.0,150.0,1.1231058227084592,72.55304282192877
4.21,-24.32943930634928,-23.65323855,20.0,150.0,1.1228795649858223,72.73545069865142
4.22,-24.316014177887848,-23.64447139,20.0,150.0,1.1226540498778026,72.9178218279991
4.23,-24.30262094333634,-23.63573296,20.0,150.0,1.1224292737832189,73.1001563305827
4.24,-24.28925944812041,-23.62702312,20.0,150.0,1.1222052331009018,73.2824543264282
4.25,-24.275929547894894,-23.61834174,20.0,150.0,1.1219819244868823,73.46471593497665
4.26,-24.262631088238113,-23.60968868,20.0,150.0,1.1217593443399942,73.64694127512608
4.27,-24.249363935104082,-23.60106382,20.0,150.0,1.1215374895735115,73.82913046518956
4.28,-24.236127934219407,-23.59246702,20.0,150.0,1.1213163565862472,74.01128362297894
4.29,-24.222922951682133,-23.58389816,20.0,150.0,1.1210959422914817,74.19340086572103
4.3,-24.20974883336692,-23.5753571,20.0,150.0,1.1208762430880326,74.37548231014148
4.31,-24.19660544551561,-23.56684372,20.0,150.0,1.1206572558891819,74.55752807238095
4.32,-24.18349264429419,-23.55835789,20.0,150.0,1.1204389773509684,74.7395382680788
4.33,-24.170410296083944,-23.54989949,20.0,150.0,1.1202214043866718,74.92151301233132
4.34,-24.157358247050798,-23.54146838,20.0,150.0,1.1200045333951132,75.10345241973343
4.35,-24.144336363719365,-23.53306444,20.0,150.0,1.119788361289567,75.28535660429519
4.36,-24.131344522821088,-23.52468756,20.0,150.0,1.1195728852405276,75.46722567952533
4.37,-24.118382570734607,-23.5163376,20.0,150.0,1.1193581016468308,75.64905975847302
4.38,-24.105450374190852,-23.50801444,20.0,150.0,1.1191440074217331,75.83085895360254
4.39,-24.092547810124348,-23.49971797,20.0,150.0,1.118930599735757,76.0126233768769
4.4,-24.07967473526118,-23.49144806,20.0,150.0,1.1187178752449365,76.19435313979952
4.41,-24.06683100639978,-23.48320458,20.0,150.0,1.1185058306053202,76.37604835333067
4.42,-24.05401651081045,-23.47498743,20.0,150.0,1.1182944632446392,76.5577091278876
4.43,-24.041231115555927,-23.46679649,20.0,150.0,1.1180837700761674,76.73933557346976
4.44,-24.028474667503744,-23.45863162,20.0,150.0,1.1178737474987295,76.92092779957524
4.45,-24.01574706424919,-23.45049273,20.0,150.0,1.1176643931972814,77.10248591511727
4.46,-24.003048162922756,-23.44237969,20.0,150.0,1.1174557038278659,77.28401002863309
4.47,-23.990377840983044,-23.43429239,20.0,150.0,1.11724767656099,77.46550024811685
4.48,-23.97773596582332,-23.42623071,20.0,150.0,1.1170403083099272,77.64695668110316
4.49,-23.965122404903642,-23.41819453,20.0,150.0,1.1168335959879483,77.82837943462522
4.5,-23.95253704600066,-23.41018375,20.0,150.0,1.116627537022787,78.00976861521498
4.509673182,-23.940389740275325,-23.40245885,20.0,150.0,1.1164288316657534,78.18519729782028
4.509673182,-23.940389740275325,-23.40245885,20.0,150.0,1.1164288316657534,78.36059476265791
